title,director,actors,year,genre
Take Shelter,Jeff Nichols,"['Michael Shannon', 'Jessica Chastain', 'Katy Mixon', 'Shea Whigham', 'Ray McKinnon']",2011,['Thriller']
Lady in White,Frank LaLoggia,"['Lukas Haas', 'Len Cariou', 'Alex Rocco', 'Katherine Helmond', 'Jason Presson']",1988,['Horror']
Driving Lessons,Jeremy Brock,"['Laura Linney', 'Rupert Grint', 'Julie Walters', 'Michelle Duncan', 'Oliver Milburn']",2006,['Drama']
Let's Kill Ward's Wife,Scott Foley,"['Patrick Wilson', 'Scott Foley', 'Amy Acker', 'Donald Faison', 'Dagmara Domińczyk']",2014,['Comedy']
The Texas Chainsaw Massacre 2,Tobe Hooper,"['Dennis Hopper', 'Caroline Williams', 'Jim Siedow', 'Bill Moseley', 'Bill Johnson']",1986,['Horror']
Pat Garrett & Billy the Kid,Sam Peckinpah,"['James Coburn', 'Kris Kristofferson', 'Richard Jaeckel', 'Katy Jurado', 'Chill Wills']",1973,['Western']
Only God Forgives,Nicolas Winding Refn,"['Ryan Gosling', 'Kristin Scott Thomas', 'Gordon Brown', 'Tom Burke', 'Vithaya Pansringarm']",2013,['Drama']
Camping Sauvage,Christophe Ali,"['Denis Lavant', 'Isild Le Besco', 'Pascal Bongard', 'Jean-Michel Guerin', 'Martine Demaret']",2005,['Drama']
Without Men,Gabriela Tagliavini,"['Eva Longoria', 'Christian Slater', 'Oscar Nunez', 'Kate del Castillo', 'Mónica Huarte']",2011,['Comedy']
Dear Frankie,Shona Auerbach,"['Gerard Butler', 'Emily Mortimer', 'Jack McElhone', 'Sharon Small', 'Katy Murphy']",2004,['Drama']
All Hat,Leonard Farlinger,"['Rachael Leigh Cook', 'Luke Kirby', 'Keith Carradine', 'Lisa Ray', 'Graham Greene']",2007,['Action']
The Names of Love,Michel Leclerc,"['Jacques Gamblin', 'Sara Forestier', 'Zinedine Soualem', 'Jacques Boudet', 'Carole Franck']",2010,['Drama']
Treading Water,Analeine Cal y Mayor,"['Douglas Smith', 'Zoë Kravitz', 'Ariadna Gil', 'Don McKellar', 'Kim Ly']",2013,['Drama']
Savage Grace,Tom Kalin,"['Julianne Moore', 'Stephen Dillane', 'Eddie Redmayne', 'Elena Anaya', 'Hugh Dancy']",2007,['Drama']
Out of the Blue,Robert Sarkies,"['Karl Urban', 'Tandi Wright', 'Simon Ferry', 'Matthew Sunderland', 'Lois Lawn']",2006,['Drama']
Police Academy,Hugh Wilson,"['Steve Guttenberg', 'Kim Cattrall', 'G. W. Bailey', 'Bubba Smith', 'Donovan Scott']",1984,['Comedy']
The Blue Lagoon,Randal Kleiser,"['Brooke Shields', 'Christopher Atkins', 'Leo McKern', 'William Daniels', 'Jeffrey Kleiser']",1980,['Romance']
Four Weddings and a Funeral,Mike Newell,"['Hugh Grant', 'Andie MacDowell', 'James Fleet', 'Simon Callow', 'John Hannah']",1994,['Comedy']
Fast Times at Ridgemont High,Amy Heckerling,"['Sean Penn', 'Jennifer Jason Leigh', 'Judge Reinhold', 'Phoebe Cates', 'Brian Backer']",1982,['Comedy']
Moby Dick,John Huston,"['Gregory Peck', 'Richard Basehart', 'Leo Genn', 'James Robertson Justice', 'Harry Andrews']",1956,['Adventure']
25th Hour,Spike Lee,"['Edward Norton', 'Philip Seymour Hoffman', 'Barry Pepper', 'Rosario Dawson', 'Anna Paquin']",2002,['Crime']
Bound,Lilly Wachowski,"['Jennifer Tilly', 'Gina Gershon', 'Joe Pantoliano', 'John P. Ryan', 'Christopher Meloni']",1996,['Crime']
Requiem for a Dream,Darren Aronofsky,"['Ellen Burstyn', 'Jared Leto', 'Jennifer Connelly', 'Marlon Wayans', 'Christopher McDonald']",2000,['Crime']
State Fair,Walter Lang,"['Jeanne Crain', 'Dana Andrews', 'Dick Haymes', 'Vivian Blaine', 'Charles Winninger']",1945,['Music']
Tango,Carlos Saura,"['Miguel Ángel Solá', 'Cecilia Narova', 'Mía Maestro', 'Juan Carlos Copes']",1998,['Drama']
Salvador,Oliver Stone,"['James Woods', 'Jim Belushi', 'Michael Murphy', 'John Savage', 'Tony Plana']",1986,['Drama']
Moms' Night Out,Jon Erwin,"['Sarah Drew', 'Sean Astin', 'Patricia Heaton', 'Logan White', 'Robert Amaya ']",2014,['Comedy']
Donnie Darko,Richard Kelly,"['Jake Gyllenhaal', 'Jena Malone', 'Patrick Swayze', 'Maggie Gyllenhaal', 'Drew Barrymore']",2001,['Fantasy']
Saving Private Perez,Beto Gómez,"['Joaquín Cosio', 'Gerardo Taracena', 'Jaime Camil', 'Miguel Rodarte', 'Jesús Ochoa']",2011,['Action']
Character,Mike van Diem,"['Jan Decleir', 'Fedja van Huêt', 'Betty Schuurman', 'Tamar van den Dop']",1997,['Drama']
Spun,Jonas Åkerlund,"['Jason Schwartzman', 'Mickey Rourke', 'Brittany Murphy', 'John Leguizamo', 'Chloe Hunter']",2002,['Comedy']
Life During Wartime,Todd Solondz,"['Ally Sheedy', 'Paul Reubens', 'Shirley Henderson', 'Allison Janney', 'Michael Kenneth Williams']",2009,['Comedy']
Sympathy for Lady Vengeance,Park Chan-wook,"['Choi Min-sik', 'Lee Young-ae', 'Kwon Yea-young', 'Go Soo-hee', 'Kim Bu-seon']",2005,['Drama']
Mozart's Sister,René Féret,"['Marie Féret', 'Marc Barbé', 'Delphine Chuillot', 'David Moreau']",2010,['Drama']
Mean Machine,Barry Skolnick,"['Vinnie Jones', 'David Kelly', 'David Hemmings', 'Ralph Brown', 'Vas Blackwood']",2001,['Comedy']
Exiled,Johnnie To,"['Anthony Wong', 'Francis Ng', 'Simon Yam', 'Nick Cheung', 'Richie Ren']",2006,['Action']
Blackthorn,Mateo Gil,"['Sam Shepard', 'Magaly Solier', 'Eduardo Noriega', 'Stephen Rea', 'Daniel Aguirre']",2011,['Adventure']
Lilya 4-ever,Lukas Moodysson,"['Oksana Akinshina', 'Artyom Bogucharsky', 'Lyubov Agapova', 'Liliya Shinkaryova', 'Elina Benenson']",2002,['Crime']
After.Life,Agnieszka Wojtowicz-Vosloo,"['Liam Neeson', 'Justin Long', 'Christina Ricci', 'Josh Charles', 'Chandler Canterbury']",2010,['Drama']
Fugly,Kabir Sadanand,"['Jimmy Shergill', 'Mohit Marwah', 'Kiara Advani', 'Vijendar Singh', 'Arfi Lamba']",2014,['Comedy']
One Flew Over the Cuckoo's Nest,Miloš Forman,"['Jack Nicholson', 'Louise Fletcher', 'Danny DeVito', 'William Redfield', 'Scatman Crothers']",1975,['Drama']
R.L. Stine's Monsterville: The Cabinet of Souls,Peter DeLuise,"['Dove Cameron', 'Katherine McNamara', 'Ryan McCartan', 'Laine MacNeil', 'Briana Buckmaster']",2015,['Comedy']
Silent Movie,Mel Brooks,"['Mel Brooks', 'Marty Feldman', 'Dom DeLuise', 'Sid Caesar', 'Harold Gould']",1976,['Comedy']
Airlift,Raja Menon,"['Akshay Kumar', 'Nimrat Kaur', 'Feryna Wazheir', 'Lena', 'Purab Kohli']",2016,['Thriller']
Anne of Green Gables,Kevin Sullivan,"['Megan Follows', 'Colleen Dewhurst', 'Richard Farnsworth', 'Patricia Hamilton', 'Marilyn Lightstone']",1985,['Drama']
Falcon Rising,Ernie Barbarash,"['Michael Jai White', 'Neal McDonough', 'Lateef Crowder', 'Laila Ali', 'Hazuki Kato']",2014,['Adventure']
The Sweeney,Nick Love,"['Ray Winstone', 'Ben Drew', 'Hayley Atwell', 'Damian Lewis', 'Alan Ford']",2012,['Action']
Sexy Beast,Jonathan Glazer,"['Ray Winstone', 'Ben Kingsley', 'Ian McShane', 'Amanda Redman', 'James Fox']",2000,['Crime']
Easy Money,Daniel Espinosa,"['Joel Kinnaman', 'Matias Varela', 'Dragomir Mrsic', 'Lisa Henni', 'Mahmut Suvakci']",2010,['Drama']
Whale Rider,Niki Caro,"['Keisha Castle-Hughes', 'Rawiri Paratene', 'Vicky Haughton', 'Cliff Curtis', 'Grant Roa']",2003,['Drama']
Cargo,Ivan Engler,"['Martin Rapold', 'Anna-Katharina Schwabroh', 'Regula Grauwiller', 'Yangzom Brauen', 'Michael Finger']",2009,['Thriller']
High School Musical,Kenny Ortega,"['Zac Efron', 'Vanessa Hudgens', 'Ashley Tisdale', 'Lucas Grabeel', 'Corbin Bleu']",2006,['Comedy']
Love and Death on Long Island,Richard Kwietniowski,"['John Hurt', 'Jason Priestley', 'Sheila Hancock', 'Maury Chaykin', 'Fiona Loewi']",1997,['Drama']
Night Watch,Timur Bekmambetov,"['Konstantin Khabenskiy', 'Vladimir Menshov', 'Galina Tyunina', 'Mariya Poroshina', 'Zhanna Friske']",2004,['Fantasy']
The Crying Game,Neil Jordan,"['Stephen Rea', 'Jaye Davidson', 'Miranda Richardson', 'Forest Whitaker', 'Adrian Dunbar']",1992,['Romance']
Porky's,Bob Clark,"['Dan Monahan', 'Mark Herrier', 'Wyatt Knight', ""Cyril O'Reilly"", 'Kaki Hunter']",1981,['Comedy']
Survival of the Dead,George A. Romero,"['Alan van Sprang', 'Kenneth Welsh', 'Kathleen Munroe', 'Devon Bostick', 'Richard Fitzpatrick']",2010,['Horror']
Night of the Living Dead,George A. Romero,"['Duane Jones', ""Judith O'Dea"", 'Karl Hardman', 'Marilyn Eastman', 'Keith Wayne']",1968,['Horror']
Lost in Translation,Sofia Coppola,"['Bill Murray', 'Scarlett Johansson', 'Anna Faris', 'Giovanni Ribisi', 'Akiko Takeshita']",2003,['Drama']
Annie Hall,Woody Allen,"['Woody Allen', 'Diane Keaton', 'Tony Roberts', 'Carol Kane', 'Paul Simon']",1977,['Comedy']
The Greatest Show on Earth,Cecil B. DeMille,"['Betty Hutton', 'Cornel Wilde', 'Charlton Heston', 'Dorothy Lamour', 'Gloria Grahame']",1952,['Action']
Monster's Ball,Marc Forster,"['Halle Berry', 'Billy Bob Thornton', 'Heath Ledger', 'Sean Combs', 'Coronji Calhoun']",2001,['Drama']
Maggie,Henry Hobson,"['Arnold Schwarzenegger', 'Abigail Breslin', 'Joely Richardson', 'Douglas M. Griffin', 'J.D. Evermore']",2015,['Horror']
Leaving Las Vegas,Mike Figgis,"['Nicolas Cage', 'Elisabeth Shue', 'Julian Sands', 'Richard Lewis', 'Steven Weber']",1995,['Drama']
Hansel and Gretel Get Baked,Duane Journey,"['Molly C. Quinn', 'Michael Welch', 'Lara Flynn Boyle', 'Cary Elwes', 'Lochlyn Munro']",2013,['Horror']
The Front Page,Billy Wilder,"['Jack Lemmon', 'Walter Matthau', 'Susan Sarandon', 'Vincent Gardenia', 'David Wayne']",1974,['Romance']
The Boy Next Door,Rob Cohen,"['Jennifer Lopez', 'Ryan Guzman', 'Ian Nelson', 'John Corbett', 'Kristin Chenoweth']",2015,['Thriller']
Trapeze,Carol Reed,"['Burt Lancaster', 'Tony Curtis', 'Gina Lollobrigida', 'Katy Jurado', 'Thomas Gomez']",1956,['Drama']
The Kids Are All Right,Lisa Cholodenko,"['Julianne Moore', 'Annette Bening', 'Mark Ruffalo', 'Mia Wasikowska', 'Josh Hutcherson']",2010,['Comedy']
They Live,John Carpenter,"['Roddy Piper', 'Keith David', 'Meg Foster', 'George Buck Flower', 'Peter Jason']",1988,['Action']
The Great Escape,John Sturges,"['Steve McQueen', 'James Garner', 'Richard Attenborough', 'James Donald', 'Charles Bronson']",1963,['Adventure']
What the #$*! Do We (K)now!?,William Arntz,"['Marlee Matlin', 'Elaine Hendrix', 'Robert Blanche', 'John Ross Bowie', 'Robert Bailey Jr.']",2004,['Documentary']
The Last Exorcism Part II,Ed Gass-Donnelly,"['Ashley Bell', 'Julia Garner', 'Andrew Sensenig', 'Spencer Treat Clark', 'Judd Lormand']",2013,['Horror']
Boyhood,Richard Linklater,"['Ellar Coltrane', 'Patricia Arquette', 'Ethan Hawke', 'Elijah Smith', 'Lorelei Linklater']",2014,['Drama']
Scoop,Woody Allen,"['Scarlett Johansson', 'Hugh Jackman', 'Woody Allen', 'Ian McShane', 'Kevin McNally']",2006,['Comedy']
The Wash,DJ Pooh,"['Dr. Dre', 'Snoop Dogg', 'DJ Pooh', 'Angell Conwell', 'Bruce Bruce']",2001,['Action']
3 Strikes,DJ Pooh,"['Brian Hooks', ""N'Bushe Wright"", 'Faizon Love', 'E-40', 'Starletta DuPois']",2000,['Action']
The Cooler,Wayne Kramer,"['William H. Macy', 'Alec Baldwin', 'Maria Bello', 'Shawn Hatosy', 'Paul Sorvino']",2003,['Drama']
The Misfits,John Huston,"['Clark Gable', 'Marilyn Monroe', 'Montgomery Clift', 'Thelma Ritter', 'Eli Wallach']",1961,['Drama']
The Night Listener,Patrick Stettner,"['Toni Collette', 'Robin Williams', 'Joe Morton', 'Bobby Cannavale', 'Rory Culkin']",2006,['Drama']
The Jerky Boys,James Melkonian,"['John G. Brennan', 'Kamal Ahmed', 'Alan Arkin', 'William Hickey', 'Vincent Pastore']",1995,['Comedy']
The Orphanage,Juan Antonio Bayona,"['Belén Rueda', 'Fernando Cayo', 'Roger Príncep', 'Mabel Rivera', 'Montserrat Carulla']",2007,['Horror']
A Haunted House 2,Michael Tiddes,"['Marlon Wayans', 'Jaime Pressly', 'Essence Atkins', 'Gabriel Iglesias', 'Missi Pyle']",2014,['Comedy']
The Rules of Attraction,Roger Avary,"['James Van Der Beek', 'Shannyn Sossamon', 'Ian Somerhalder', 'Jessica Biel', 'Kate Bosworth']",2002,['Comedy']
Topaz,Alfred Hitchcock,"['Frederick Stafford', 'Dany Robin', 'Claude Jade', 'Michel Subor', 'Karin Dor']",1969,['Action']
Let's Go to Prison,Bob Odenkirk,"['Dax Shepard', 'Will Arnett', 'Chi McBride', 'David Koechner', 'Dylan Baker']",2006,['Comedy']
Four Rooms,Allison Anders,"['Tim Roth', 'Antonio Banderas', 'Jennifer Beals', 'Madonna', 'Marisa Tomei']",1995,['Crime']
Secretary,Steven Shainberg,"['James Spader', 'Maggie Gyllenhaal', 'Jeremy Davies', 'Lesley Ann Warren', 'Stephen McHattie']",2002,['Comedy']
The Real Cancun,Rick de Oliveira,['Laura Ramsey'],2003,['Documentary']
Talk Radio,Oliver Stone,"['Eric Bogosian', 'Ellen Greene', 'Leslie Hope', 'John C. McGinley', 'Alec Baldwin']",1988,['Drama']
Waiting for Guffman,Christopher Guest,"['Christopher Guest', 'Eugene Levy', 'Fred Willard', ""Catherine O'Hara"", 'Michael Hitchcock']",1996,['Music']
Love Stinks,Jeff Franklin,"['French Stewart', 'Bridgette Wilson', 'Bill Bellamy', 'Tyra Banks', 'Tiffani Thiessen']",1999,['Comedy']
You Kill Me,John Dahl,"['Ben Kingsley', 'Téa Leoni', 'Luke Wilson', 'Bill Pullman', 'Dennis Farina']",2007,['Comedy']
Thumbsucker,Mike Mills,"['Lou Taylor Pucci', 'Tilda Swinton', ""Vincent D'Onofrio"", 'Keanu Reeves', 'Benjamin Bratt']",2005,['Comedy']
Red State,Kevin Smith,"['Michael Parks', 'John Goodman', 'Melissa Leo', 'Michael Angarano', 'Kyle Gallner']",2011,['Horror']
Mirrormask,Dave McKean,"['Stephanie Leonidas', 'Jason Barry', 'Rob Brydon', 'Gina McKee', 'Dora Bryan']",2005,['Fantasy']
Samsara,Ron Fricke,"['Marcos Luna', 'Putu Dinda Pratika', 'Puti Sri Candra Dewi', 'Ni Made Megahadi Pratiwi']",2011,['Drama']
The Barbarians,Ruggero Deodato,"['Peter Paul', 'David Paul', 'Richard Lynch', 'Eva LaRue', 'Virginia Bryant']",1987,['Fantasy']
The Art of Getting By,Gavin Wiesen,"['Freddie Highmore', 'Emma Roberts', 'Michael Angarano', 'Elizabeth Reaser', 'Alicia Silverstone']",2011,['Drama']
Zipper,Mora Stephens,"['Patrick Wilson', 'Lena Headey', 'Richard Dreyfuss', 'Ray Winstone', 'John Cho']",2015,['Thriller']
Poolhall Junkies,Mars Callahan,"['Ricky Schroder', 'Chazz Palminteri', 'Rod Steiger', 'Michael Rosenbaum', 'Mars Callahan']",2002,['Comedy']
The Loss of Sexual Innocence,Mike Figgis,"['Julian Sands', 'Saffron Burrows', 'Justin Chadwick', 'Stefano Dionisi', 'Kelly Macdonald']",1999,['Drama']
Holy Motors,Leos Carax,"['Eva Mendes', 'Kylie Minogue', 'Michel Piccoli', 'Edith Scob', 'Denis Lavant']",2012,['Drama']
Joe,David Gordon Green,"['Nicolas Cage', 'Tye Sheridan', 'Ronnie Gene Blevins', 'Sue Rock', 'Heather Kafka']",2014,['Drama']
Shooting Fish,Stefan Schwartz,"['Dan Futterman', 'Stuart Townsend', 'Kate Beckinsale', 'Rowena Cooper', 'Scott Charles']",1997,['Crime']
Prison,Renny Harlin,"['Viggo Mortensen', 'Chelsea Field', 'Lane Smith', 'Lincoln Kilpatrick', 'Tom Everett']",1988,['Crime']
Psycho Beach Party,Robert Lee King,"['Lauren Ambrose', 'Nicholas Brendon', 'Amy Adams', 'Charles Busch', 'Thomas Gibson']",2000,['Comedy']
The Big Tease,Kevin Allen,"['Craig Ferguson', 'David Rasche', 'Mary McCormack', 'Donal Logue', 'Nina Siemaszko']",1999,['Comedy']
"Guten Tag, Ramón",Jorge Ramírez Suárez,"['Adriana Barraza', 'Rüdiger Evers', 'Hector Kotsifakis', 'Franziska Kruse', 'Arcelia Ramírez']",2013,['Drama']
Trust,David Schwimmer,"['Clive Owen', 'Catherine Keener', 'Liana Liberato', 'Jason Clarke', 'Viola Davis']",2010,['Crime']
An Everlasting Piece,Barry Levinson,"['Barry McEvoy', ""Brían F. O'Byrne"", 'Anna Friel', 'Pauline McLynn', 'Ruth McCabe']",2000,['Comedy']
Among Giants,Sam Miller,"['Pete Postlethwaite', 'Rachel Griffiths', 'Andy Serkis', 'Lennie James', 'James Thornton']",1998,['Comedy']
Adore,Anne Fontaine,"['Naomi Watts', 'Robin Wright', 'Xavier Samuel', 'James Frecheville', 'Ben Mendelsohn']",2013,['Drama']
The Velocity of Gary,Dan Ireland,"[""Vincent D'Onofrio"", 'Salma Hayek', 'Thomas Jane', ""Olivia d'Abo""]",1999,['Drama']
Mondays in the Sun,Fernando León de Aranoa,"['Javier Bardem', 'Luis Tosar', 'Nieve de Medina', 'Enrique Villén', 'Celso Bugallo']",2002,['Drama']
Stake Land,Jim Mickle,"['Danielle Harris', 'Kelly McGillis', 'Nick Damici', 'Connor Paolo', 'Gregory Jones']",2010,['Drama']
The Last Time I Committed Suicide,Stephen T. Kay,"['Thomas Jane', 'Keanu Reeves', 'Claire Forlani', 'Gretchen Mol', 'Adrien Brody']",1997,['Drama']
Futuro Beach,Karim Aïnouz,"['Wagner Moura', 'Clemens Schick', 'Jesuíta Barbosa', 'Sabine Timoteo', 'Sophie Charlotte Conrad']",2014,['Drama']
Another Happy Day,Sam Levinson,"['Ellen Barkin', 'Ezra Miller', 'Kate Bosworth', 'Demi Moore', 'George Kennedy']",2011,['Comedy']
A Lonely Place to Die,Julian Gilbey,"['Melissa George', 'Ed Speleers', 'Eamonn Walker', 'Alec Newman', 'Karel Roden']",2011,['Adventure']
Nothing,Vincenzo Natali,"['David Hewlett', 'Andrew Miller', 'Gordon Pinsent', 'Marie-Josée Croze']",2003,['Comedy']
The Geographer Drank His Globe Away,Aleksandr Veledinskiy,"['Konstantin Khabenskiy', 'Elena Lyadova', 'Aleksandr Robak', 'Evgeniya Khirivskaya', 'Agrippina Steklova']",2013,['Drama']
1776,Peter H. Hunt,"['William Daniels', 'Howard Da Silva', 'Ken Howard', 'Blythe Danner', 'Donald Madden']",1972,['Drama']
Inescapable,Ruba Nadda,"['Alexander Siddig', 'Joshua Jackson', 'Marisa Tomei', 'Oded Fehr', 'Saad Siddiqui']",2012,['Thriller']
Hell's Angels,James Whale,"['Ben Lyon', 'James Hall', 'Jean Harlow', 'John Darrow', 'Lucien Prival']",1930,['Action']
Purple Violets,Edward Burns,"['Selma Blair', 'Patrick Wilson', 'Edward Burns', 'Debra Messing', 'Dennis Farina']",2007,['Comedy']
The Veil,Phil Joanou,"['Jessica Alba', 'Thomas Jane', 'Lily Rabe', 'Shannon Woodward', 'Aleksa Palladino']",2016,['Horror']
The Loved Ones,Sean Byrne,"['Xavier Samuel', 'Jessica McNamee', 'Robin McLeavy', 'Victoria Thaine', 'John Brumpton']",2009,['Horror']
The Helpers,Chris Stokes,"['Kristen Quintrall', 'Denyce Lawton', 'JoJo Wright', 'Rachel Sterling', 'Black Thomas']",2012,['Horror']
How to Fall in Love,Mark Griffiths,"[""Brooke D'Orsay"", 'Eric Mabius', 'Jody Thompson', 'Gina Holden', 'Panou']",2012,['Comedy']
The Perfect Wave,Bruce MacDonald,"['Scott Eastwood', 'Cheryl Ladd', 'Patrick Lyster', 'Rachel Hendrix ', 'Scott Mortensen']",2014,['Romance']
A Man for All Seasons,Fred Zinnemann,"['Paul Scofield', 'Wendy Hiller', 'Leo McKern', 'Robert Shaw', 'Orson Welles']",1966,['Drama']
Network,Sidney Lumet,"['Faye Dunaway', 'William Holden', 'Peter Finch', 'Robert Duvall', 'Wesley Addy']",1976,['Drama']
Gone with the Wind,Victor Fleming,"['Vivien Leigh', 'Clark Gable', 'Olivia de Havilland', 'Thomas Mitchell', 'Leslie Howard']",1939,['Drama']
Desert Dancer,Richard Raymond,"['Freida Pinto', 'Reece Ritchie', 'Tom Cullen', 'Nazanin Boniadi', 'Marama Corlett']",2014,['Drama']
Major Dundee,Sam Peckinpah,"['Charlton Heston', 'Richard Harris', 'Jim Hutton', 'James Coburn', 'Michael Anderson Jr.']",1965,['War']
Annie Get Your Gun,George Sidney,"['Betty Hutton', 'Howard Keel', 'Louis Calhern', 'J. Carrol Naish', 'Edward Arnold']",1950,['Action']
Four Lions,Chris Morris,"['Riz Ahmed', 'Nigel Lindsay', 'Kayvan Novak', 'Adeel Akhtar', 'Arsher Ali']",2010,['Comedy']
The House of Sand,Andrucha Waddington,"['Fernanda Montenegro', 'Ruy Guerra', 'Fernanda Torres', 'Seu Jorge', 'Stênio Garcia']",2005,['Drama']
Defendor,Peter Stebbings,"['Woody Harrelson', 'Kat Dennings', 'Elias Koteas', 'Sandra Oh', 'Clark Johnson']",2009,['Drama']
The Pirate,Vincente Minnelli,"['Judy Garland', 'Gene Kelly', 'Walter Slezak', 'Gladys Cooper', 'Reginald Owen']",1948,['Music']
The Good Heart,Dagur Kári,"['Brian Cox', 'Paul Dano', 'Stephanie Szostak', 'Isild Le Besco', 'Bill Buell']",2009,['Drama']
The History Boys,Nicholas Hytner,"['Samuel Anderson', 'Dominic Cooper', 'James Corden', 'Samuel Barnett', 'Russell Tovey']",2006,['Comedy']
Midnight Cowboy,John Schlesinger,"['Dustin Hoffman', 'Jon Voight', 'Sylvia Miles', 'John McGiver', 'Brenda Vaccaro']",1969,['Drama']
The Full Monty,Peter Cattaneo,"['Robert Carlyle', 'Mark Addy', 'William Snape', 'Steve Huison', 'Tom Wilkinson']",1997,['Comedy']
Airplane!,Jerry Zucker,"['Robert Hays', 'Julie Hagerty', 'Kareem Abdul-Jabbar', 'Lloyd Bridges', 'Peter Graves']",1980,['Comedy']
Chain of Command,Kevin Carraway,"['Michael Jai White', 'Steve Austin', 'Max Ryan', 'Allen Yates']",2015,['Thriller']
Friday,F. Gary Gray,"['Ice Cube', 'Chris Tucker', 'Nia Long', 'Tom Lister Jr.', 'John Witherspoon']",1995,['Comedy']
Menace II Society,Albert Hughes,"['Tyrin Turner', 'Larenz Tate', 'Glenn Plummer', 'Jada Pinkett Smith', 'Samuel L. Jackson']",1993,['Drama']
Creepshow 2,Michael Gornick,"['George Kennedy', 'Dorothy Lamour', 'Lois Chiles', 'Tom Savini', 'Tom Wright']",1987,['Horror']
The Ballad of Cable Hogue,Sam Peckinpah,"['Jason Robards', 'Stella Stevens', 'David Warner', 'Slim Pickens', 'L.Q. Jones']",1970,['Action']
In Cold Blood,Richard Brooks,"['Robert Blake', 'Scott Wilson', 'John Forsythe', 'Paul Stewart', ""Gerald S. O'Loughlin""]",1967,['Crime']
The Nun's Story,Fred Zinnemann,"['Audrey Hepburn', 'Peter Finch', 'Peggy Ashcroft', 'Dean Jagger', 'Mildred Dunnock']",1959,['Drama']
Harper,Jack Smight,"['Paul Newman', 'Lauren Bacall', 'Julie Harris', 'Arthur Hill', 'Janet Leigh']",1966,['Action']
Frenzy,Alfred Hitchcock,"['Jon Finch', 'Alec McCowen', 'Barry Foster', 'Billie Whitelaw', 'Anna Massey']",1972,['Crime']
The Witch,Robert Eggers,"['Anya Taylor-Joy', 'Ralph Ineson', 'Kate Dickie', 'Harvey Scrimshaw', 'Ellie Grainger']",2016,['Mystery']
I Got the Hook Up,Michael Martin,"['Master P', 'Anthony Johnson', 'Ice Cube', 'Tom Lister Jr.']",1998,['Action']
She's the One,Edward Burns,"['Edward Burns', 'Michael McGlone', 'Cameron Diaz', 'Jennifer Aniston', 'John Mahoney']",1996,['Comedy']
Gods and Monsters,Bill Condon,"['Ian McKellen', 'Brendan Fraser', 'Lynn Redgrave', 'Lolita Davidovich', 'David Dukes']",1998,['Drama']
The Secret in Their Eyes,Juan José Campanella,"['Ricardo Darín', 'Soledad Villamil', 'Pablo Rago', 'Javier Godino', 'Guillermo Francella']",2009,['Crime']
Train,Gideon Raff,"['Thora Birch', 'Gideon Emery', 'Gloria Votsis', 'Derek Magyar', 'Todd Jensen']",2008,['Horror']
Evil Dead II,Sam Raimi,"['Bruce Campbell', 'Sarah Berry', 'Dan Hicks', 'Kassie DePaiva', 'Denise Bixler']",1987,['Horror']
Pootie Tang,Louis C.K.,"['Jennifer Coolidge', 'Lance Crouther', 'J.B. Smoove', 'Reg E. Cathey', 'Robert Vaughn']",2001,['Action']
Sharknado,Anthony C. Ferrante,"['Ian Ziering', 'Tara Reid', 'Cassandra Scerbo', 'John Heard', 'Jaason Simmons']",2013,['TV Movie']
The Other Conquest,Salvador Carrasco,"['Damián Delgado', 'José Carlos Rodríguez', 'Elpidia Carrillo', 'Iñaki Aierra', 'Honorato Magaloni']",1999,['Drama']
Troll Hunter,André Øvredal,"['Otto Jespersen', 'Hans Morten Hansen', 'Tomas Alf Larsen', 'Johanna Mørck', 'Knut Nærum']",2010,['Fantasy']
Ira & Abby,Robert Cary,"['Chris Messina', 'Jennifer Westfeldt', 'David Margulies', 'Kali Rocha', 'Kevin Sussman']",2006,['Comedy']
Winter Passing,Adam Rapp,"['Zooey Deschanel', 'Will Ferrell', 'Ed Harris', 'Amy Madigan', 'Amelia Warner']",2006,['Comedy']
D.E.B.S.,Angela Robinson,"['Sara Foster', 'Meagan Good', 'Jordana Brewster', 'Devon Aoki', 'Jill Ritchie']",2004,['Action']
The Masked Saint,Warren P. Sonoda,"['Brett Granstaff', 'Lara Jean Chorostecki', 'T.J. McGibbon', 'Diahann Carroll', 'Roddy Piper']",2016,['Crime']
The Betrayed,Amanda Gusack,"['Melissa George', 'Oded Fehr', 'Christian Campbell', 'Alice Krige', 'Connor Christopher Levins']",2008,['Crime']
Taxman,Avi Nesher,"['Joe Pantoliano', 'Wade Dominguez', 'Elizabeth Berkley', 'Michael Chiklis', 'Robert Townsend']",1999,['Action']
The Secret,Nick Murphy ,"['James Nesbitt', ""Genevieve O'Reilly"", 'Jason Watkins', 'Laura Pyper', 'Glen Wallace']",2016,['Drama']
2:13,Charles Adelman,"['Mark Thompson', 'Mark Pellegrino', 'Teri Polo', 'Kevin Pollak']",2009,['Horror']
"Batman: The Dark Knight Returns, Part 2",Jay Oliva,"['Peter Weller', 'Ariel Winter', 'David Selby', 'Michael Emerson', 'Mark Valley']",2013,['Action']
Time to Choose,Charles Ferguson,"['Oscar Isaac', 'Jane Goodall', 'Jerry Brown', 'Neal Barnard', 'Michael Pollan']",2015,['Documentary']
